Studio,City,Province/State,Country,Adress,On-Site/Remote
Buck,New York City,New York,United States,http://buck.tv/#/jobs,On-Site
Buck,Sydney,,Australia,http://buck.tv/#/jobs,On-Site
Buddha Jones,Los Angeles,California,United States,http://buddha-jones.com/,On-Site
BUF,Montreal,Québec,Canada,http://buf.com/jobs/,On-Site
BUF,Paris,,France,http://buf.com/jobs/,On-Site
Bungie,Bellevue,Washington,United States,https://careers.bungie.com/en-US/careers/,On-Site
Butterscotch Shenanigans,St. Louis,Missouri,United States,https://www.bscotch.net/,On-Site
By the Booth,Toronto,Ontario,Canada,http://bythebooth.com/contact/,On-Site
C2C Studio Inc,Pasadena,California,United States,http://www.c2cstudio.com/,On-Site
Cake Studios,Burbank,California,United States,https://cakestudios.tv/,On-Site
Camouflaj,Bellevue,Washington,United States,https://camouflaj.com/job-post/,On-Site
Campbell Ewald,Coral Gables,Florida,United States,http://www.c-e.com/contact,On-Site
Campbell Ewald,Detroit,Michigan,United States,http://www.c-e.com/contact,On-Site
Campbell Ewald,Los Angeles,California,United States,http://www.c-e.com/contact,On-Site
Campbell Ewald,New York City,New York,United States,http://www.c-e.com/contact,On-Site
Cantina Creative,Los Angeles,California,United States,http://www.cantinacreative.com/,On-Site
Capacity,Los Angeles,California,United States,http://capacity.tv/capacity-jobs/,On-Site
Capcom Game Studio,Vancouver,British Columbia,Canada,https://jobs-capcom.icims.com/jobs/search?ss=1&searchLocation=&searchCategory=&branding=&hashed=0&mobile=false&width=1264&height=500&bga=true&needsRedirect=false&jan1offset=-360&jun1offset=-300,On-Site
Capcom USA,San Francisco,California,United States,https://uscareers-capcom.icims.com/jobs/intro?hashed=124493910,On-Site
Carbine Studios,Aliso Viejo,California,United States,http://www.carbinestudios.com/jobs/,On-Site
Carbon,Hong Kong,,China,http://www.carbon.tv/,On-Site
Carbon,Singapore,,Singapore,http://www.carbon.tv/,On-Site
Carbon VFX,Chicago,Illinois,United States,http://www.carbonvfx.com/about/,On-Site
Carburadores,Santiago,,Chile,http://www.carburadores.tv/,On-Site
Caribara Animation,Annecy,,France,http://caribara-animation.com,On-Site
Caribara Animation,Paris,,France,http://caribara-animation.com,On-Site
Carpool Creative Collective,Iowa City,Iowa,USA,http://www.carpoolcreative.com/,Remote
Cartoon Conrad Productions,Beaver Bank,Nova Scotia,Canada,http://cartoonconrad.com/,Both
Cartoon Saloon,Kilkenny,,Ireland,http://www.cartoonsaloon.ie/jobs-2/,On-Site
Casablanca VFX,São Paulo,,Brazil,http://www.cbsp.com.br/,On-Site
Case,New York City,New York,United States,http://casecontent.com/,On-Site
castAR,Palo Alto,California,United States,http://www.castar.com/join-us/,On-Site
Casual Films,London,,England,http://www.casualfilms.com/us/jobs/,On-Site
Cat Daddy,Kirkland,Washington,United States,https://chp.tbe.taleo.net/chp04/ats/careers/searchResults.jsp?org=GAMES2K&cws=1,On-Site
Catsnake,London,,England,https://catsnake.com/,On-Site
CBS Digital,Los Angeles,California,United States,http://www.cbsdvfx.com/,On-Site
CCP Games,Atlanta,Georgia,United States,https://www.ccpgames.com/careers/portal/,On-Site
CCP Games,London,,England,https://www.ccpgames.com/careers/portal/,On-Site
CCP Games,Reykjavík,,Iceland,https://www.ccpgames.com/careers/portal/,On-Site
CD Projekt Red,Krakow,,Poland,http://en.cdprojektred.com/jobs/,On-Site
CD Projekt Red,Warsaw,,Poland,http://en.cdprojektred.com/jobs/,On-Site
Centroid Motion Capture,London,,England,http://centroid3d.com/,On-Site
Cerebral Lounge,Washington D.C.,,United States,https://cerebral.cccl.tv/,On-Site
Certain Affinity,Austin,Texas,United States,http://www.certainaffinity.com/career/,On-Site
Chance6 Studios,Orange,California,United States,http://chance6.com/,On-Site
Chaos Theory Games,Sydney,,Australia,http://www.chaostheorygames.com/,On-Site
Chariot Entertainment,Quito,,Ecuador,http://www.chariotentertainment.com/,On-Site
Charlie Company,Culver City,California,United States,http://charlieco.tv/careers/,On-Site
Charm Games,Vancouver,British Columbia,Canada,http://www.charmgames.com/careers/,On-Site
Cheeky Little,Woy Woy,,Australia,http://cheekylittle.com.au/jobs/,On-Site
Cheeky Little,Manly,,Australia,http://cheekylittle.com.au/jobs/,On-Site
CHF Entertainment,Wilmslow,,England,http://chfentertainment.com/,On-Site
Chimera Entertainment,Munich,,Germany,http://jobs.r-control.de/companies/chimera-entertainment-gmbh/#jobs,On-Site
Chimney,Berlin,,Germany,https://www.chimneygroup.com/about,On-Site
Chimney,Frankfurt,,Germany,https://www.chimneygroup.com/about,On-Site
Chimney,Stockholm,,Sweden,https://www.chimneygroup.com/about,On-Site
Chimney,Los Angeles,California,United States,https://www.chimneygroup.com/about,On-Site
Chuck Gammage Animation,Hamilton,Ontario,Canada,http://www.cganim.com/,On-Site
CI Games,Rzeszów,,Poland,http://cigames.com/en/careers/,On-Site
CI Games,Warsaw,,Poland,http://cigames.com/en/careers/,On-Site
Cinesite,London,,England,http://www.cinesite.com/job-vacancies/,On-Site
Cinesite,Montreal,Québec,Canada,http://www.cinesite.com/job-vacancies/,On-Site
Cinesite,Vancouver,British Columbia,Canada,http://www.cinesite.com/job-vacancies/,On-Site
Cinimod Studio,London,,England,http://cinimodstudio.com/recruitment/,On-Site
Circadence,Boulder,Colorado,United States,https://careers.jobscore.com/careers/circadencecorporation,Both
Circus Street,London,,England,https://circusstreet.com/,On-Site
Citrus Inc. Studios,New Delhi,,India,http://citrusincstudios.com/career.php,On-Site
City State Entertainment,Fairfax,Virginia,United States,http://citystateentertainment.com/jobs/,On-Site
CityVFX,St Catharines,Ontario,Canada,http://www.cityfx.ca/,On-Site
Clartoons,Toronto,Ontario,Canada,http://clartoons.com/,On-Site
Classcraft,Montreal,Québec,Canada,http://www.classcraft.com/careers/,On-Site
Clever Beans,Manchester,,England,http://www.cleverbeans.co.uk/careers/,On-Site
Clever Endeavour Games,Montreal,Québec,Canada,https://www.cleverendeavourgames.com/jobs/,On-Site
Click3X,New York City,New York,United States,http://click3x.com/,On-Site
Climax Studios,Portsmouth,,England,http://www.climaxstudios.com/#careers,On-Site
Clockwork,Oslo,,Norway,http://clockwork.no/,On-Site
Cloth Cat Animation,Cardiff,,England,http://www.clothcatanimation.com/,On-Site
Cloud Imperium Games,Austin,Texas,United States,https://cloudimperiumgames.com/jobs,On-Site
Cloud Imperium Games,Derby,,England,https://cloudimperiumgames.com/jobs,On-Site
Cloud Imperium Games,Frankfurt,,Germany,https://cloudimperiumgames.com/jobs,On-Site
Cloud Imperium Games,Los Angeles,California,United States,https://cloudimperiumgames.com/jobs,On-Site
Cloud Imperium Games,Manchester,,England,https://cloudimperiumgames.com/jobs,On-Site
Cloudburst Games,Mountain View,California,United States,http://www.cloudburstroomescape.com/,Remote
Cloudscape Studios,Carlisle,,England,http://cloudscapestudios.com/,Remote
Clovr Studios,Seattle,Washington,United States,https://www.clovrstudios.com/,Remote
Clutch Studios,Chicago,Illinois,United States,http://clutchstudios.com/jobs/,On-Site
CMG Designs,Cork,,Ireland,http://www.cmgdesigns.ie/about_cmg_designs.html#vacancies,On-Site
Coala Filmes,São Paulo,,Brazil,http://www.coalafilmes.com.br/Home.aspx,On-Site
Coatsink,Sunderland,,England,http://coatsink.com/jobs/,On-Site
Code91,Toluca,,Mexico,http://code91.mx/,Remote
Codemasters,Birmingham,,England,http://www.codemasters.com/careers/job-search/,On-Site
Codemasters,Cheshire,,England,http://www.codemasters.com/careers/job-search/,On-Site
Codemasters,Kuala Lumpur,,Malaysia,http://www.codemasters.com/careers/job-search/,On-Site
Codemasters,Southam,,England,http://www.codemasters.com/careers/job-search/,On-Site
Codigames,Valencia,,Spain,http://codigames.com/jobs/,On-Site
Coffee & TV,London,,England,http://www.coffeeand.tv/,On-Site
Coffee Stain Studios,Skövde,,Sweden,http://www.coffeestainstudios.com/jobs/,On-Site
Cognition,Los Angeles,California,United States,http://cognition.la/,On-Site
Cognitive,Folkestone,,England,https://www.wearecognitive.com/jobs,On-Site
Cold Iron Studios,San Jose,California,United States,http://coldironstudios.com/careers/,On-Site
Cold Iron Studios,Santa Clara,California,United States,http://coldironstudios.com/careers/,On-Site
Couleur.tv,Montreal,Québec,Canada,http://couleur.tv/,On-Site
Colorbleed,Utrecht,,Netherlands,http://www.colorbleed.nl/careers/,On-Site
colormass,Budapest,,Hungary,http://colormass.com/jobs/,On-Site
Commotion Engine,Atlanta,Georgia,United States,http://commotionengine.com/,On-Site
Company 3,New York City,New York,United States,http://www.bydeluxe.com/careers,On-Site
Compost Creative,London,,England,http://www.compostcreative.com/,On-Site
Concrete Software,Edina,Minnesota,United States,https://www.concretesoftware.com/,On-Site
congaz,Berlin,,Germany,http://www.congaz.de/company/jobs/,On-Site
congaz,Düsseldorf,,Germany,http://www.congaz.de/company/jobs/,On-Site
Constantin Film AG,Berlin,,Germany,https://constantin-film.de/en/karriere/jobs/,On-Site
Consumer Acquisition,Livermore,California,United States,http://www.consumeracquisition.com/jobs/,Both
CONTROL Studio,Buenos Aires,,Argentina,http://www.controlstudio.tv/,Both
Cookie Studio,London,,England,http://cookiestudio.tv/category/projects/,On-Site
Copernicus Studios,Halifax,Nova Scotia,Canada,http://www.copernicusstudios.com/careers/,On-Site
Cortina Productions,McLean,Virginia,United States,http://www.cortinaproductions.com/careers/,On-Site
Cosa VFX,Los Angeles,California,United States,http://www.cosavfx.com/index.php/careers/vfx-careers-north-hollywood,On-Site
Cosa VFX,Vancouver,British Columbia,Canada,http://www.cosavfx.com/index.php/careers/vfx-careers-vancouver,On-Site
Counterplay Games,San Francisco,California,United States,https://www.counterplaygames.com/careers-1/,On-Site
CounterPunch Studios,Los Angeles,California,United States,http://counterpunchstudios.com/,On-Site
Cowan,London,,England,http://cowan.com/jobs,On-Site
Crafty Apes,Atlanta,Georgia,United States,http://www.craftyapes.com/,On-Site
Crafty Apes,Los Angeles,California,United States,http://www.craftyapes.com/,On-Site
Crafty Apes,New York City,New York,United States,http://www.craftyapes.com/,On-Site
Crazy Piranha Entertainment,Amman,,Jordan,http://www.crazypiranha.com/,On-Site
Creasaur Entertainment Co.,Ankara,,Turkey,http://creasaur.net/hr/,On-Site
Creative Assembly,Horsham,,England,http://www.creative-assembly.com/jobs,On-Site
Creative Assembly,Sofia,,Bulgaria,http://www.creative-assembly.com/jobs,On-Site
Creative Kettle,Dubai,,UAE,http://www.creative-kettle.com/,On-Site
Creature Caster,Vancouver,British Columbia,Canada,https://www.creaturecaster.com/,Remote
CremaGames,Madrid,,Spain,http://www.cremagames.com/,On-Site
Crew Cuts,New York City,New York,United States,http://www.crewcuts.com/,On-Site
CROP Creative Media,Jacksonville,Florida,United States,http://www.cropcreativemedia.com/,On-Site
Crunchyroll,San Francisco,California,United States,http://www.ellation.com/jobs/,On-Site
Cryogen Game Studio,St. Louis,Missouri,United States,http://www.cryogs.com/,On-Site
Cryptic Studios,Los Gatos,California,United States,http://www.crypticstudios.com/openings,On-Site
Crystal Dynamics,Redwood City,California,United States,https://crystald.com/careers,On-Site
Crystal Insight,Vancouver,British Columbia,Canada,http://crystalinsight.com/jobs/,On-Site
Crytek,Frankfurt,,Germany,http://www.crytek.com/career/offers/overview,On-Site
Crytek,Istanbul,,Turkey,http://www.crytek.com/career/offers/overview,On-Site
Crytivo Games,San Diego,California,United States,https://theuniversim.com/jobs,Both
Crywolf Digital,Prague,,Czech Republic,http://www.crywolfdigital.com/,Remote
Cube Creative,Paris,,France,http://www.cube-creative.com/JOBS/,On-Site
Cubic Motion,Manchester,,England,http://www.cubicmotion.com/jobs/,On-Site
Culture Trip,London,,England,https://theculturetrip.com/careers/,On-Site
Cumulus VFX,Byron Bay,,Australia,http://cumulusvfx.com/,On-Site
"Curious Media, Inc.",Nampa,Idaho,United States,http://www.curiousmedia.com/about,On-Site
Cutting Edge,Brisbane,,Australia,http://www.cuttingedge.com.au/careers/,On-Site
Cutting Edge,Sydney,,Australia,http://www.cuttingedge.com.au/careers/,On-Site
CVD VFX,Vancouver,British Columbia,Canada,http://cvdvfx.com/Contact,On-Site
cView Studios,San Gwann,,Malta,https://cview-studios.com/,On-Site
CVLT Production,Los Angeles,California,United States,http://www.cvltproduction.com/contacts,On-Site
CW Studios,Atlanta,Georgia,United States,http://www.cwstudiosatl.com/,On-Site
Cyber Group Studios,Paris,,France,http://www.cybergroupstudios.com/,On-Site
Cyborn,Antwerp,,Belgium,http://cyborn.be/jobs.php,On-Site
D.A.R.T.,Dubai,,UAE,http://d-a-r-t.com/boxes/,Both
Dacosta!,Vancouver,British Columbia,Canada,http://chocolatesoop.com/,Remote
Daedalic Entertainment,Hamburg,,Germany,http://www.daedalic.de/en/Jobs/,On-Site
Dalziel & Pow,London,,England,http://www.dalziel-pow.com/,On-Site
Dark Rift Entertainment,Irvine,California,United States,https://darkrift.recruiterbox.com/,On-Site
Darkhorse10,Vancouver,British Columbia,Canada,https://www.darkhorse10.com/jobs/,On-Site
Darkside Studios,London,,England,http://www.darksidestudios.uk/,On-Site
Das Werk Group,Frankfurt,,Germany,http://www.das-werk.de/jobs/,On-Site
Das Werk Group,Munich,,Germany,http://www.das-werk.de/jobs/,On-Site
DASH,Raleigh,North Carolina,United States,http://www.dashstudio.net/dash-careers/,On-Site
Datadog,New York City,New York,United States,https://www.datadoghq.com/careers/,On-Site
Davalor Salud,Pamplona,,Spain,http://davalorsalud.com/,On-Site
Day Dreamz Studio,Hyderabad,,India,http://www.daydreamzstudio.com/,On-Site
"Daybreak Game Company, LLC",Austin,Texas,United States,https://www.daybreakgames.com/careers,On-Site
"Daybreak Game Company, LLC",San Diego,California,United States,https://www.daybreakgames.com/careers,On-Site
DAYWALKER Studios,Cologne,,Germany,http://www.daywalker-studios.de/en/jobs/,On-Site
DBLG,London,,England,http://dblg.co.uk/,On-Site
Deck Nine Games,Westminster,Colorado,United States,http://deckninegames.com/Careers/,Both
Deck13,Frankfurt,,Germany,https://www.deck13.de/jobs/frankfurt/,On-Site
Deck13,Hamburg,,Germany,https://www.deck13.de/jobs/hamburg/,On-Site
Deep Silver,Munich,,Germany,http://www.kochmedia.com/en/company/careers/,On-Site
Deep Silver Dambuster Studios,Nottingham,,England,http://www.dsdambuster.com/?page_id=8,On-Site
Deep Silver FISHLABS,Hamburg,,Germany,http://www.dsfishlabs.com/en,On-Site
Defiant Development,Brisbane,,Australia,http://defiantdev.com/,On-Site
Defiant Studios,New York City,New York,United States,https://jobs.lever.co/defiant,On-Site
Definite Films,Manhattan,New York,United States,http://www.definitefilms.com/,On-Site
Deluxe Animation Studios,Toronto,Ontario,Canada,https://stereod.catsone.com/careers/,On-Site
Deluxe Entertainment,Atlanta,Georgia,United States,http://www.bydeluxe.com/careers,On-Site
Deluxe Entertainment,Burbank,California,United States,http://www.bydeluxe.com/careers,On-Site
Deluxe India (Digicaptions),Pune,,India,http://www.bydeluxe.com/careers,On-Site
Deluxe VFX,Toronto,Ontario,Canada,http://www.bydeluxe.com/careers,On-Site
Deluxe VR,Santa Monica,California,United States,http://www.bydeluxe.com/careers,On-Site
Demiurge Studios,Cambridge,Massachusetts,United States,http://www.demiurgestudios.com/careers,On-Site
Deos Studio,Andover,Massachusetts,United States,http://www.deosinc.com/,On-Site
Designwerk,London,,England,http://www.designwerk.co.uk/,On-Site
Devastudios,Santa Monica,California,United States,http://www.devastudios.com/contact,Both
Dhruva Interactive,Bangalore,,India,https://dhruva.workable.com/,On-Site
DHX Media,Halifax,Nova Scotia,Canada,http://animationstudiocareers.dhxmedia.com/,On-Site
DHX Media,Vancouver,British Columbia,Canada,http://animationstudiocareers.dhxmedia.com/,On-Site
Digic Pictures,Budapest,,Hungary,http://www.digicpictures.com/en/open-positions/,On-Site
DIGIT Game Studios,Dublin,,Ireland,https://www.digitgaming.com/careers/job-listings/,On-Site
Digital A.I.R Innovation Ltd.,Bangkok,,Thailand,http://theairic.com/#jobs,On-Site
Digital Brew,Orlando,Florida,United States,http://www.digitalbrew.com/,On-Site
Digital Dimension,Montreal,Québec,Canada,https://www.digitaldimension.com/careers/,On-Site
Digital District,Brussels,,Belgium,http://www.digital-district.fr/en/careers,On-Site
